3297. A district road with a bituminous pavement has a horizontal curve of 1000 m for a design speed of 75 km ph. The super-elevation is
	Yugananth P, 2013, e = V^2/225R. $%  $%   = 75 * 75/(225*1000). $%  $%   = 1/40 (or). $%  $%   = 1 in 40.
	Disaku, 2017, 2400*7.5*0.2*1=1400*Ast. $% Ast = 2.57 c.m^2, $% Area of each bar. ast=(3.14*1^2)/4 =0.78, $% Diameter taken as 1c.m,  $% Spacing= (ast*100)/Ast = 30.3 nearly 30 C.M.
	Chhaya, 2017, Thanks @Disaku.
	Shahul, 2018, Thanks @Disaku.
	Nasir, 2019, Can anyone explain the answer? please.
	Harsh Shukla, 2019, Density = Weight/Volume. $%  $% The weight of slab = Density of concrete * Volume. $% Density of concrete= 2400kg/m^3. $% Volume = L*B*H = 1*7.5*0.2=1.5 m^3. $% Weight of slab = 2400*1.5 = 3600kg. $%  $% This weight of slab should be equal to the force generated due to resisting stresses in the concrete slab. $%  $% Force generated = stresses * Area of steel (Ast). $% Force generated = 1400*Ast = Weight of slab. $% Ast = 3600/1400 =2.57 cm^2. $% Considering 1cm diameter bars. $% Area of 1 bar = (3.14/4)*1^2=0.785. $% Spacing =( Area of 1 bar /Ast )*100 = 30.35cm ~ 30cm.
	Kcube, 2020, Here the coefficient of Friction between pavement and subgrade is not given or assumed to be 1 but usually, it is taken as 1.5, then answer becomes 20 cm. $%  $% Ast=b*h*W*f / 100*working stress (b is in meter, h is in cm, W is in Kg/m3, working stress is in Kg/cm2). $%  $% Number of Bars, N= Ast / A(of i bar), $% Spacing (in cm) = 100/N.
	Saqib, 2021, The answer would be 40mm. $%  $% Explanation : $%  $% Consider the slab of width B with tie bar placed at Centre. The left half of the tie bar will resist the frictional force acting on the left half of the slab (B/2) and the same will happen to the right side.  $%  $% Taking left half into the picture: $%  $% Frictional force = coeff of fric X weight of left half of slab. $%                         = coeff of fric X (B/2)X h X 1m X Unit weight of CC. $% = 1.5 x 3.75 x 0.2 x 1 x 2400 = 2700kg. $%  $% Resisting force = 1400xArea of steel. $% Therefore Area of steel per 1m length = 2700/1400 = 1.92 cm^2. $% Spacing = 100 * 3.14 * 1^2/(4x1.92) =   40.88 cm (taking 10mm bar as 1cm in the formula).
	Saqib, 2021, The answer would be 40mm. $%  $% Explanation : $%  $% Consider the slab of width B with tie bar placed at Centre. The left half of the tie bar will resist the frictional force acting on the left half of the slab (B/2) and the same will happen to the right side.  $%  $% Taking left half into the picture: $%  $% Frictional force = coeff of fric X weight of left half of slab. $%                         = coeff of fric X (B/2)X h X 1m X Unit weight of CC. $% = 1.5 x 3.75 x 0.2 x 1 x 2400 = 2700kg. $%  $% Resisting force = 1400xArea of steel. $% Therefore Area of steel per 1m length = 2700/1400 = 1.92 cm^2. $% Spacing = 100 * 3.14 * 1^2/(4x1.92) =   40.88 cm (taking 10mm bar as 1cm in the formula).
	Srushti, 2021, As per my knowledge, I think the right answer is 40cm.



3528. Minimum number of 50 kg cement bags per cubic metre of concrete for a mix corresponding to crushing strength 280 kg/cm2 at 28 days, are
	Sunny Thakur, 2017, Can anyone explain?
	Diesel, 2017, 1,470 &div; 280 = 5.25. $%  $% 1470 is the density of cement.
	Hit, 2017, I think it should be 7.5 bag.
	Gubendhiran, 2017, 280kg/cm^2=27.5 N/mm^2. $% For M20 grade concrete mix design the Target mean strength is 27.6 N/mm^2,  $% So this can be considered as M20 grade mix design, $% As per IS: 10262  water-cement ratio is 0.5, $% For 20mm nominal max size aggregate and sand of zone 2,  $% Water required for 1m^3 of concreting is;      $%  186 kg. $% W÷C=0.5.; C=W÷0.5=2W. $% Cement required=2*186=372 kg, $% No.of bags=372/50=7.44 bags.
	Sumit, 2018, Explain the answer.
	Vishesh, 2018, W/c ratio = wt Of water/wt Of cement. $%  $% For min Value, wt of water/cub.m of conc = 180kg. $% In mild condition w/c ratio = 0.55. $% Wt Of cememt= 180/0.55 = 327.27kg. $% No of bags = 327.27/50=6.54.
	Kashif Khan, 2019, Thanks @VISHESH.
	Zara, 2020, If it is M20 then the answer is 8. $%  $% For 1:1.5:3, quantity of cement = 1.54x(1/5.5)= .28m3,  $%  $% to convert to kg, .28x1440kg/m3 = 403.2kg total, per bag 403.2/50 = 8bags.
	Ajay Sharma, 2021, 8 bags. $% M20(1:1.5:3)=(1/5.5)*1.54=0.28m3. $%  $% Now, 1bag = 0.035m3. $% 0.28/0.035=8bags.
	N. K. Varsani, 2021, W/c = 0.85W. $% Number of bags = 280 * 0.85/50 = 6.5.



3529. Three points, A, B and C 500 m apart on a straight road have 500 m, 505 m and 510 m as their reduced levels. The road is said to have
	Sanu Raja Shakya, 2015, Completely disagree with answer, answer should be (B) a positive gradient between A and C.
	Kousik, 2016, I also think it is B. How will it be E. ?
	Mebrahtu, 2016, This must be B.
	Saikat, 2016, I totally agree with all of you.
	Mahesh Sinh, 2017, Yes, it's B because RLascends. $%  $% If the option is such that negative gradient from C to B then both B and E are right but now B is right.
	Chhaya, 2017, Yes, Answer must be B. I Agree with all.
	Jasmi, 2017, It must be B.
	Chulbul, 2017, I think the answer should be (C). $%  $% A to C, the RL is increasing. If we consider a fix line of collimation, then the staff should descend so as to increase the staff reading. $% The staff reading increases, if the level of ground descends. $% I believe It's negative gradient. $%  $% Please clarify it.
	Keshav, 2017, Chulbul is right. Answer should be C.
	Gubendhiran, 2017, @Chulbul. $%  $% When staff reading decrease the land or road has Rising Gradient. $% When staff reading increase the land or road has Falling Gradient. $% So in this question there is a Rising gradient so option B is correct.
	Bipin Patel, 2017, Please note the RL of the road is given not staff readings. $%  $% So, the right answer is B.
	Ramavtar, 2018, There are giving RL's not Staf reading. $%  $% So +grade in forward side.
	Paresh Rawal, 2018, The correct answer is C.
	Sabudana Wada, 2018, C is correct answer.
	Stephanie Mcmahon, 2018, Correct answer is C.
	Sougoumarane, 2018, RL is given, not staff reading, so (B) is correct.
	Mohit Patial, 2018, The answer given is right.  $%  $% Two gradients are there A to B, B to C. $% Both have the same gradient i.e. 1 in 100. $% So,  when two gradients are joined, the formula for resulting gradient is, n1 - n2. $% So here A to B is a positive gradient ( n1), whereas B to C is a negative gradient (-n).
	Puspendu, 2018, According to me, Option C is right.
	Ganesh Ch Das, 2018, The correct answer is B.
	Utsav, 2019, C is the correct answer. $%  $% Staff reading is increasing. Thus its downward slope.
	Utsav, 2019, According to me, B is the correct option.
	Sangamesh, 2019, It is correct because the First gradient is straight then it will be zero means N1=0, then, - (-N2) =+N2, then it will be negative gradient.
	Manigandan, 2019, The answer is correct because, they are considering the elliptical shape of the earth, when the distance between A&B is small from A. Then it is a positive gradient, then another 500m additional means, from A, it is far enough, that the RL is low, when seeing from A, since it is a straight line. So, E is right.
	Deepthi, 2019, Agree @Manigandan. $%  $% But In the question distance between A & B not mentioned. Then how can we decide it will positive?
	Salik Haroon Abbasi, 2019, Yes, the Answer should be B.
	Baloch, 2020, The correct answer is not mentioned. $%  $% The correct answer is, "a positive gradient between A and B followed by C". $%  $% Option B is wrong because between is only for two things.
	Jitendra, 2020, Absolutely right, Thanks @Mohit Patia.
	@Pcivilian, 2021, C is the Right answer.
	Krishna Nayak, 2021, Thanks @Mohit Patial.
	Suraj Giri, 2021, Here, it's given RL not staff reading, continuous increase of RL means positive gradient between A and C.  So answer must be B.
	Behroz Ali, 2021, B is the correct Answer.
	Faturam, 2021, C is the right answer.



3530. In a braking test, a vehicle travelling at 36 km ph was stopped at a braking distance of 8.0 m. The average value of the vehicle's skid resistance (friction coefficient) is
	Nabin Adhikari, 2014, F = V^2/(254S) = 0.64. $%  $% So correct answer might be A.
	Arun Kumar, 2016, f' = V*2 / 2gL $%  $% = (36/3.6)**2/ 2 * 9.81 * 8.0 v = V /3.6  $% = 36/3.6 $% = 10m/sec $%  $% = 0.64m (say)
	Roy, 2017, The correct Answer is A.
	Gubendhiran, 2017, SSD=lag distance + braking distance. $% SSD=Vt +[(V^2)&div;(2g(f+-g))], $% Breaking distance=(v^2)&div;(254f+-g), $% We don't have gradients so leave it. $% 8=(36^2)&div;(254f), $% f=0.63779=0.64, $% So option A is correct.
	Kshitiz, 2018, Friction coefficient value never exceed 0.4 $% Longitudinal friction coefficient range 0.3 to o.4 $% Lateral friction coefficient value generally 0.15 $% You can use the formula for finding friction coefficient but it exceeds limiting value. So Ans is 0.16 correct ie it took lateral friction value.
	Raj, 2018, Yes, absolutely correct @Kshitiz.  $%  $% The Limiting value is 0.4. The correct option A is correct.
	Sourish, 2018, What about none of this? 16 also more than .15.
	Suman, 2018, It seems to be option D is correct as 'f' in the breaking distance formula signify longitudinal friction, which varies from 0.4 to 0.35 depending on the speed, while the lateral friction 'f' comes to design the superelevation instead. So option D be the correct answer.
	Akhila, 2019, Yes, in sight distance its always Longitudinal friction not lateral. So, Option D as it exceeds the range (0.35-0.40).
	Koushal, 2020, Here f= a/g.
	Binny Bana, 2020, A is correct. $%  $% Breaking distance =v^2/2gf. $% 8=10^2/2*9.81*f, $% so = 100/156.7. $% =.64 answer.
	Salim, 2020, f = v2/254L = 36*36/254*8 = 0.64 but the value of friction factor lies in between 0.35 to 0.40. So, the correct Ans will be (D) none of the above.
	Swain Lipan, 2021, Option c is correct. Because it asking in skid resistance coefficient. $% Hence. $% S=1/2*at^2, $% Hence a= g*f.  $% S  is given 8. $% t = 2.5 sec. As per IRC. $% g = 9.81, $% f  = ?. $%  $% If we put this formula answer comes 0.26  which is nearly equal to option C.
	Shubham Gour, 2021, Options C is correct. $% We know that; $%  $% SSD= (V*T)+(V^2/2*g*f). $% First off ..V= 36*5/18=10 and t=2.5 by IRC. $%  $% 8 = (10*2.5) +(10^2/2*9.81*f) $% 8 = 25+100/19.62*f  $% 8 = 25+30.09*f $% f = 8/30.09 $% f = 0.26. $% So, take the value is nearest in options is 0.16.
	Shubham Gour, 2021, Option c is correct. $%  $% Given:- SSD :- 8 M,  $% V=36kmph then convert. $%  $% V= 36 * 5/18= 10  t=2.5 sec by IRC. $% SSD = (V*T)+(V^2/2gf), $% 8 = (10*2.5)+(10^2/2*9.18*f), $% 8 = 25+100/18.36fm $% 8 = 30.44f, $% f = 8/30.44, $% f = 0.26. $%  $% It is the nearest value options C. $% So, options C is correct.



3531. If present A.D.T. is 5000 vehicles and annual increase is 10%, the average future flow after 5 years will be
	Praveen Kumar, 2015, p(1+r)^r-10.    $%  $% p = 5000.  $% r = 0.1. $% = 8052.2. $% = 8050.
	Mahesh Sunh, 2017, Right @Praveen.
	Roshni, 2017, Thanks @Praveen.
	Roy, 2017, P(1+r)^n= 5000*(1+0.1)^5 = 8052.55.
	Kapil Jat, 2018, Thanks for providing this question.
	Fawaz, 2018, Thanks @Roy.
	Pawan, 2019, Thanks all for explaining.



3532. To prevent a head-on-collision of vehicles travelling in opposite directions along four-lane roads



3533. Pick up the correct statement from the following:



3534. The G.T. road from Lahore to Calcutta in undivided India, was constructed during
	Garry, 2018, According to me, it should be from 1486 to 1545.
	Yogesh, 2018, Option B is correct I think.
	Lokesh, 2018, The answer is B during CHANDRA GUPTA MOURYA period.
	Param, 2020, Answer is correct. $%  $% It's Constructed during the time of Shershah Suri (1540-1545AD).
	Harsha N C, 2020, Right answer thanks @Param.
	Ajay Sharma, 2021, It's constructed by Mourya before 320 bc and later get repaired by Sher Shah Suri Mughals and by Britishers. So the right answer should be B.
	Ajay Sharma, 2021, It's constructed by Mourya before 320 bc and later get repaired by Sher Shah Suri Mughals and by Britishers. So the right answer should be B.



3535. Indian Road Congress (I.R.C.) was founded and constituted with its head quarters at New Delhi, in
	Sovan Kumar Patra, 2020, The Indian Roads Congress (IRC) is the Apex Body of Highway Engineers in the country. The IRC was set up in December, 1934 on the recommendations of the Indian Road Development Committee best known as Jayakar Committee set up by the Government of India with the objective of Road Development in India.



3536. Extra widening required at a horizontal curve on a single lane hill road of radius 80 m for a design speed of 50 km ph and for a vehicle with wheel base 6.0 m is
	Gagan, 2015, This is only psychological widening.
	Shailendra Kumar, 2016, Here not clearly mention what we have to actually determine. Therefore answer should be (D). $%  $% Correct answer would be Mechanical + psychological widening = 0.811 m.
	Lakshmi Narayana, 2016, Here, W =nL^2/2R.
	Shaurya, 2017, I think the answer is A because for single lane. $%  $% Wpsy =0.
	Er. Manish Katoch, 2017, X= (18n/R)+(0.1+V/ -^R). $% n = No. Of lanes, $% R = Radius, $% V= speed of vehicle.
	Priya, 2017, I think the Total widening is L2/2R+V2/9.5*rutR.
	Bhanuvalmiki, 2017, Ans is 0.811.
	Jitendra Singh Shekhawat Alwar Rajasthan, 2018, R<50 m Provide Extra widening on the inner side. $% 50m<R<300m  Provide Extra widening both sides of Curve. $%  $% Here; $% V/(9.58*√R). $% V=50kmph, $% R=80m, $% than put value. $% 50/(9.5*√80)= .588m.
	Shibabaw D., 2018, Psychological widening : At horizontal curves, drivers have a tendency to maintain a greater clearance between the vehicles than on straight stretches of road. Therefore an extra width of pavement is provided for psychological reasons for greater manoeuvrability of steering at higher speeds and to allow for the extra space requirements for the overhangs of vehicles.
